,Date,Open,High,Low,Close,Fifty_EMA,Twenty_EMA,Under/Over EMA,One_day_yield,Two_day_yield,Three_day_yield
247,12/24/1962,62.639999,63.029999,62.189999,62.630001,60.56344288852901,62.065596006063814,Over,Down,Up,Up
248,12/26/1962,62.630001,63.32,62.560001,63.02,60.65977846152787,62.15649162453393,Over,Down,Down,Up
249,12/27/1962,63.02,63.41,62.669998,62.93,60.748806757154235,62.23015908886403,Over,Up,Up,Up
250,12/28/1962,62.93,63.25,62.529999,62.959999,60.83552017844231,62.29966765182935,Over,Down,Up,Up
251,12/31/1962,62.959999,63.43,62.68,63.099998,60.9243232302681,62.375889589750365,Over,Up,Down,Up
252,1/2/1963,63.099998,63.389999,62.32,62.689999,60.99356541731642,62.4058047716789,Over,Up,Up,Up
253,1/3/1963,62.689999,63.889999,62.669998,63.720001,61.1004844597746,62.53096631723329,Over,Down,Down,Down
254,1/4/1963,63.720001,64.449997,63.57,64.129997,61.21928887311677,62.68325495368726,Over,Up,Up,Up
255,1/7/1963,64.129997,64.589996,63.669998,64.120003,61.33304236828866,62.82008810095515,Over,Up,Up,Up
256,1/8/1963,64.120003,64.980003,64.0,64.739998,61.46664847149303,63.00293666276894,Over,Down,Up,Up
257,1/9/1963,64.739998,65.220001,64.32,64.589996,61.58913268829723,63.15408517107666,Over,Up,Up,Up
258,1/10/1963,64.589996,65.160004,64.330002,64.709999,61.71151960248165,63.30226744049793,Over,Down,Up,Up
259,1/11/1963,64.709999,65.099998,64.309998,64.849998,61.834597186698055,63.449670350926695,Over,Up,Down,Up
260,1/14/1963,64.849998,65.5,64.610001,65.199997,61.9665736499648,63.61636812702891,Over,Up,Up,Up
261,1/15/1963,65.199997,65.620003,64.82,65.110001,62.0898453107505,63.75861887683568,Over,Up,Up,Up
262,1/16/1963,65.110001,65.25,64.419998,64.669998,62.19102776915244,63.845416888565616,Over,Down,Up,Up
263,1/17/1963,64.669998,65.400002,64.349998,65.129997,62.306281464479795,63.96775785155936,Over,Down,Down,Down
264,1/18/1963,65.129997,65.699997,64.860001,65.18,62.41897630901,64.08320948474419,Over,Up,Up,Down
265,1/21/1963,65.18,65.519997,64.639999,65.279999,62.531173277284125,64.19718943857808,Over,Up,Up,Up
266,1/22/1963,65.279999,65.800003,65.029999,65.440002,62.645244991900434,64.31555253966587,Over,Up,Up,Up
267,1/23/1963,65.440002,65.910004,65.230003,65.620003,62.76190216868866,64.43978591684055,Over,Up,Up,Up
268,1/24/1963,65.620003,66.089996,65.330002,65.75,62.87908247579891,64.56456821047479,Over,Up,Up,Up
269,1/25/1963,65.75,66.230003,65.379997,65.919998,62.99833406498327,64.69365676185815,Over,Up,Up,Up
270,1/28/1963,65.919998,66.589996,65.769997,66.239998,63.12545814086628,64.8409273559669,Over,Up,Up,Up
271,1/29/1963,66.239998,66.580002,65.830002,66.230003,63.24720499808721,64.97322027444623,Over,Up,Up,Up
272,1/30/1963,66.230003,66.330002,65.550003,65.849998,63.349275311887716,65.05672291497517,Over,Down,Up,Up
273,1/31/1963,65.849998,66.449997,65.510002,66.199997,63.46106831926467,65.16560616116801,Over,Down,Down,Down
274,2/1/1963,66.309998,66.309998,66.309998,66.309998,63.57279105184252,65.2745958601044,Over,Up,Down,Down
275,2/4/1963,66.309998,66.660004,65.889999,66.169998,63.67464230471145,65.35987225438016,Over,Up,Up,Up
276,2/5/1963,66.169998,66.349998,65.379997,66.110001,63.77014656727179,65.43131308729635,Over,Down,Down,Up
277,2/6/1963,66.110001,66.760002,65.879997,66.400002,63.87327815286898,65.5235691742205,Over,Down,Down,Down
278,2/7/1963,66.400002,66.809998,65.910004,66.169998,63.96334559785451,65.58513382429473,Over,Up,Up,Up
279,2/8/1963,66.169998,66.449997,65.650002,66.169998,64.04988098617395,65.6408351743619,Over,Down,Up,Equal
280,2/11/1963,66.169998,66.410004,65.5,65.760002,64.1169445553436,65.65218439585124,Over,Equal,Down,Up
281,2/12/1963,65.760002,66.010002,65.160004,65.830002,64.18412327866345,65.66911940577016,Over,Down,Down,Down
282,2/13/1963,65.830002,66.529999,65.559998,66.150002,64.26121656185312,65.71491774807777,Over,Up,Down,Down
283,2/14/1963,66.150002,66.75,65.93,66.349998,64.34312955942751,65.77540158159417,Over,Up,Up,Down
284,2/15/1963,66.349998,66.739998,65.959999,66.410004,64.42418345905782,65.83583990715663,Over,Up,Up,Up
285,2/18/1963,66.410004,66.959999,66.099998,66.519997,64.50637222536928,65.90099772552266,Over,Up,Up,Up
286,2/19/1963,66.519997,66.669998,65.919998,66.199997,64.57278888319793,65.92947384690146,Over,Up,Up,Up
287,2/20/1963,66.199997,66.279999,65.440002,65.830002,64.62209135836663,65.92000033767275,Over,Down,Down,Down
288,2/21/1963,65.830002,66.230003,65.360001,65.919998,64.67298965803853,65.92000011503725,Over,Down,Down,Down
289,2/25/1963,65.919998,66.089996,65.239998,65.459999,64.70385276948801,65.8761904850337,Over,Up,Down,Down
290,2/26/1963,65.459999,65.860001,65.059998,65.470001,64.73389779813554,65.83750577217336,Over,Down,Down,Down
291,2/27/1963,65.470001,65.739998,64.860001,65.010002,64.74472541389494,65.75869588910923,Over,Up,Down,Down
292,2/28/1963,65.010002,65.139999,64.080002,64.290001,64.72689308393828,65.61882018538455,Over,Down,Down,Down
293,3/1/1963,64.290001,64.75,63.799999,64.099998,64.70230896299952,65.47417045344316,Over,Down,Down,Down
294,3/4/1963,64.099998,65.080002,63.880001,64.720001,64.7030027683721,65.40234479121048,Over,Down,Down,Down
295,3/5/1963,64.720001,65.269997,64.410004,64.739998,64.70445356176927,65.33926414442854,Over,Up,Up,Down
296,3/6/1963,64.739998,65.059998,64.309998,64.849998,64.71016118679793,65.29266736876868,Over,Up,Up,Up
297,3/7/1963,64.849998,65.599998,64.809998,65.260002,64.73172357162939,65.28955638126689,Over,Up,Up,Up
298,3/8/1963,65.260002,65.739998,65.029999,65.330002,64.75518547078119,65.29340834495575,Over,Up,Up,Up
299,3/11/1963,65.330002,65.860001,65.110001,65.510002,64.78478611898585,65.31403631210281,Over,Up,Up,Up
300,3/12/1963,65.510002,65.970001,65.260002,65.669998,64.81950031039817,65.34793742523588,Over,Up,Up,Up
301,3/13/1963,65.669998,66.269997,65.540001,65.910004,64.8622651609708,65.40146757521342,Over,Up,Up,Up
302,3/14/1963,65.910004,66.209999,65.389999,65.599998,64.89119586054056,65.4203752347169,Over,Up,Up,Up
303,3/15/1963,65.599998,66.220001,65.389999,65.93,64.93193327777428,65.46891092664863,Over,Down,Down,Up
304,3/18/1963,65.93,66.169998,65.360001,65.610001,64.95852416884195,65.48234807649162,Over,Up,Up,Up
305,3/19/1963,65.610001,65.849998,65.190002,65.470001,64.97858208378932,65.4811721644448,Over,Down,Up,Down
306,3/20/1963,65.470001,66.150002,65.300003,65.949997,65.01667678638582,65.52582214878339,Over,Down,Down,Down
307,3/21/1963,65.949997,66.25,65.599998,65.849998,65.04935604966481,65.55669603937545,Over,Up,Up,Up
308,3/22/1963,65.849998,66.440002,65.68,66.190002,65.09408726340344,65.61701089276826,Over,Down,Up,Up
309,3/25/1963,66.190002,66.599998,65.919998,66.209999,65.13784850797586,65.67348595059985,Over,Up,Up,Up
310,3/26/1963,66.209999,66.730003,66.010002,66.400002,65.18734472334936,65.74267795530463,Over,Up,Up,Up
311,3/27/1963,66.400002,66.93,66.209999,66.68,65.24588022439448,65.8319467214661,Over,Up,Up,Up
312,3/28/1963,66.68,67.010002,66.32,66.580002,65.29819872539862,65.90319008132647,Over,Up,Up,Up
313,3/29/1963,66.580002,66.900002,66.230003,66.57,65.34807328518691,65.96669578786681,Over,Down,Up,Up
314,4/1/1963,66.57,67.18,66.230003,66.849998,65.40697229361096,66.05081980806997,Over,Down,Down,Up
315,4/2/1963,66.849998,67.360001,66.510002,66.839996,65.46316930170465,66.12597944539664,Over,Up,Up,Up
316,4/3/1963,66.839996,67.550003,66.629997,67.360001,65.53755485850056,66.24350530773982,Over,Down,Up,Up
317,4/4/1963,67.360001,68.120003,67.279999,67.849998,65.62823890326524,66.3965046117646,Over,Up,Up,Up
318,4/5/1963,67.849998,68.459999,67.459999,68.279999,65.73222949529406,66.57588502969178,Over,Up,Up,Up
319,4/8/1963,68.279999,68.910004,68.050003,68.519997,65.84155371116489,66.7610385506735,Over,Up,Up,Up
320,4/9/1963,68.519997,68.839996,68.029999,68.449997,65.94384560484471,66.92189173632364,Over,Up,Up,Up
321,4/10/1963,68.449997,68.889999,67.660004,68.290001,66.03585169877238,67.05218785667377,Over,Down,Up,Up
322,4/11/1963,68.290001,69.07,67.970001,68.769997,66.14307308313424,67.21578872746674,Over,Down,Down,Up
323,4/15/1963,68.769997,69.559998,68.580002,69.089996,66.25863868771722,67.39428465818419,Over,Up,Up,Up
324,4/16/1963,69.089996,69.610001,68.660004,69.139999,66.37163320976752,67.56054316692855,Over,Up,Up,Up
325,4/17/1963,69.139999,69.370003,68.470001,68.919998,66.4715690838943,67.6900150557925,Over,Up,Up,Up
326,4/18/1963,68.919998,69.339996,68.559998,68.889999,66.56640947276118,67.80429924095512,Over,Down,Down,Up
327,4/19/1963,68.889999,69.459999,68.599998,69.230003,66.6708641208882,67.94008055134034,Over,Down,Down,Down
328,4/22/1963,69.230003,69.82,69.010002,69.300003,66.77396760634356,68.06959697502221,Over,Up,Up,Up
329,4/23/1963,69.300003,69.830002,68.949997,69.529999,66.8820472688399,68.20868288216295,Over,Up,Up,Up
330,4/24/1963,69.529999,70.120003,69.339996,69.720001,66.99333957202265,68.35261794100457,Over,Up,Up,Up
331,4/25/1963,69.720001,70.080002,69.25,69.760002,67.10183613782569,68.48665451805175,Over,Up,Up,Up
332,4/26/1963,69.760002,70.110001,69.230003,69.699997,67.20372479908742,68.60221094490396,Over,Up,Up,Up
333,4/29/1963,69.699997,70.040001,69.260002,69.650002,67.2996572383389,68.70200056919882,Over,Down,Down,Up
334,4/30/1963,69.650002,70.18,69.260002,69.800003,67.397710013306,68.80657222927512,Over,Down,Down,Down
335,5/1/1963,69.800003,70.43,69.610001,69.970001,67.49858416964693,68.91737496934415,Over,Up,Up,Up
336,5/2/1963,69.970001,70.5,69.75,70.169998,67.60334549632745,69.03667240083519,Over,Up,Up,Up
337,5/3/1963,70.169998,70.510002,69.779999,70.029999,67.69850837882441,69.13127493408898,Over,Up,Up,Up
338,5/6/1963,70.029999,70.309998,69.32,69.529999,67.77033154043914,69.16924865465194,Over,Down,Up,Up
339,5/7/1963,69.529999,69.919998,69.029999,69.440002,67.83580881336312,69.19503468754223,Over,Down,Down,Down
340,5/8/1963,69.440002,70.239998,69.230003,70.010002,67.92107129127045,69.27265062206202,Over,Down,Down,Down
341,5/9/1963,70.010002,70.739998,69.860001,70.349998,68.01632331906376,69.37525513424659,Over,Up,Up,Down
342,5/10/1963,70.349998,70.809998,69.989998,70.519997,68.1145066006691,69.48427816908026,Over,Up,Up,Up
343,5/13/1963,70.519997,70.889999,70.110001,70.480003,68.20727116534876,69.57910910535833,Over,Up,Up,Up
344,5/14/1963,70.480003,70.730003,69.919998,70.209999,68.28580951180568,69.63919385722896,Over,Down,Up,Up
345,5/15/1963,70.209999,70.769997,69.870003,70.43,68.3698954133035,69.71450872796906,Over,Down,Down,Down
346,5/16/1963,70.43,70.809998,69.910004,70.25,68.44362500493865,69.76550789673391,Over,Up,Down,Down
347,5/17/1963,70.25,70.629997,69.830002,70.290001,68.51603190670576,69.81545962085448,Over,Down,Up,Down
348,5/20/1963,70.290001,70.480003,69.589996,69.959999,68.57265806722711,69.8292252760112,Over,Up,Down,Up
349,5/21/1963,69.959999,70.510002,69.620003,70.139999,68.63412241753193,69.85882277353394,Over,Down,Down,Down
350,5/22/1963,70.139999,70.68,69.82,70.139999,68.69317640115813,69.8856014617688,Over,Up,Down,Down
351,5/23/1963,70.139999,70.529999,69.790001,70.099998,68.74834587562252,69.90602017969559,Over,Equal,Up,Down
352,5/24/1963,70.099998,70.440002,69.660004,70.019997,68.79821454716674,69.91687511496268,Over,Down,Down,Up
353,5/27/1963,70.019997,70.269997,69.480003,69.870003,68.84024546688569,69.91241110401384,Over,Down,Down,Down
354,5/28/1963,69.870003,70.410004,69.550003,70.010002,68.88611827210586,69.92170547506014,Over,Down,Down,Down
355,5/29/1963,70.010002,70.650002,69.860001,70.330002,68.94274116339584,69.96059085838775,Over,Up,Down,Down
356,5/31/1963,70.330002,71.139999,70.269997,70.800003,69.01557496090973,70.04053487187463,Over,Up,Up,Up
357,6/3/1963,70.800003,71.239998,70.389999,70.690002,69.08123876636427,70.10238888407704,Over,Up,Up,Up
358,6/4/1963,70.690002,71.080002,70.199997,70.699997,69.14471948140881,70.15930394273637,Over,Down,Up,Up
359,6/5/1963,70.699997,71.169998,70.169998,70.529999,69.19904416841239,70.19460823390433,Over,Up,Down,Up
360,6/6/1963,70.529999,70.949997,70.110001,70.580002,69.25319937749425,70.23131240210392,Over,Down,Down,Down
361,6/7/1963,70.580002,70.980003,70.099998,70.410004,69.29856426465135,70.2483306495226,Over,Up,Down,Down
362,6/10/1963,70.410004,70.510002,69.57,69.940002,69.32371868564542,70.21896601623473,Over,Down,Down,Down
363,6/11/1963,69.940002,70.410004,69.580002,70.029999,69.351415952875,70.20096915754571,Over,Down,Down,Down
364,6/12/1963,70.029999,70.809998,69.910004,70.410004,69.392929209625,70.22087723777946,Over,Up,Down,Down
365,6/13/1963,70.410004,70.849998,69.980003,70.230003,69.42575563277695,70.22174635799094,Over,Up,Up,Equal
366,6/14/1963,70.230003,70.599998,69.870003,70.25,69.4580789412955,70.22443718103942,Over,Down,Up,Up
367,6/17/1963,69.949997,69.949997,69.949997,69.949997,69.47736984555843,70.19830002094042,Over,Up,Down,Up
368,6/18/1963,69.949997,70.43,69.629997,70.019997,69.49864934181105,70.18131878085086,Over,Down,Down,Down
369,6/19/1963,70.019997,70.470001,69.75,70.089996,69.52183940683807,70.17262137315078,Over,Up,Down,Down
370,6/20/1963,70.089996,70.360001,69.309998,70.010002,69.54098303794247,70.15713381380309,Over,Up,Up,Down
371,6/21/1963,70.010002,70.57,69.790001,70.25,69.56878762468982,70.16597821248851,Over,Down,Down,Up
372,6/24/1963,70.25,70.669998,69.839996,70.199997,69.5935409335255,70.16921809701341,Over,Up,Up,Up
373,6/25/1963,70.199997,70.510002,69.75,70.040001,69.61104917142646,70.15691170682166,Over,Down,Up,Up
374,6/26/1963,70.040001,70.099998,69.169998,69.410004,69.6031650470568,70.08577763950531,Over,Down,Down,Up
375,6/27/1963,69.410004,69.809998,68.779999,69.07,69.5822566138389,69.98903691193337,Over,Down,Down,Down
376,6/28/1963,69.07,69.68,68.93,69.370003,69.57393294270796,69.93008130127305,Over,Down,Down,Down
377,7/1/1963,69.370003,69.529999,68.580002,68.860001,69.54593561162136,69.828168891628,Over,Up,Down,Down
378,7/2/1963,68.860001,69.720001,68.739998,69.459999,69.54256554842053,69.79310509242534,Over,Down,Down,Down
379,7/3/1963,69.459999,70.279999,69.419998,69.940002,69.55815129161972,69.80709527409911,Over,Up,Up,Up
380,7/5/1963,69.940002,70.480003,69.779999,70.220001,69.58410618214444,69.84641962894682,Over,Up,Up,Up
381,7/8/1963,70.220001,70.349998,69.470001,69.739998,69.59021958676622,69.83628423571379,Over,Up,Up,Up
382,7/9/1963,69.739998,70.389999,69.550003,70.040001,69.6078580735597,69.85568583231247,Over,Down,Down,Up
383,7/10/1963,70.040001,70.309998,69.559998,69.889999,69.61892242361618,69.85895375304463,Over,Up,Down,Up
384,7/11/1963,69.889999,70.300003,69.519997,69.760002,69.62445495602338,69.84952977656418,Over,Down,Up,Down
385,7/12/1963,69.760002,70.129997,69.360001,69.639999,69.62506452637541,69.82957446451046,Over,Down,Down,Up
386,7/15/1963,69.639999,69.730003,68.970001,69.199997,69.6083952116156,69.76961470598566,Over,Down,Down,Down
387,7/16/1963,69.199997,69.510002,68.849998,69.139999,69.59002673272872,69.70965130541559,Over,Down,Down,Down
388,7/17/1963,69.139999,69.529999,68.68,68.93,69.56414333144524,69.63539880013792,Over,Down,Down,Down
389,7/18/1963,68.93,69.269997,68.339996,68.489998,69.52201998511406,69.52631300964859,Over,Down,Down,Down
390,7/19/1963,68.489998,68.699997,67.900002,68.349998,69.47605833863899,69.41428300872967,Under,Down,Down,Down
391,7/22/1963,68.349998,68.599998,67.540001,67.900002,69.41425220771198,69.27006576980304,Under,Down,Down,Down
392,7/23/1963,67.900002,68.57,67.650002,67.910004,69.35526208191936,69.14053607744084,Under,Down,Down,Down
393,7/24/1963,67.910004,68.540001,67.760002,68.279999,69.31309490223626,69.05858016530362,Under,Up,Down,Down
394,7/25/1963,68.279999,68.919998,68.019997,68.260002,69.27179714136426,68.98252510194138,Under,Up,Up,Down
395,7/26/1963,68.260002,68.760002,68.029999,68.540001,69.24309925346763,68.94037994937554,Under,Down,Up,Up
396,7/29/1963,68.540001,68.959999,68.32,68.669998,69.22062469450812,68.91462928753025,Under,Up,Up,Up
397,7/30/1963,68.669998,69.449997,68.580002,69.239998,69.2213844319784,68.94561678395594,Under,Up,Up,Up
398,7/31/1963,69.239998,69.830002,68.910004,69.129997,69.2178006111165,68.96317680453157,Under,Up,Up,Up
399,8/1/1963,69.129997,69.470001,68.639999,69.07,69.21200450871977,68.97335044219523,Under,Down,Up,Up
400,8/2/1963,69.07,69.559998,68.860001,69.300003,69.21545542994646,69.0044602096052,Under,Down,Down,Up
401,8/5/1963,69.300003,69.970001,69.199997,69.709999,69.23484929543875,69.07165438011899,Under,Up,Up,Up
402,8/6/1963,69.709999,70.400002,69.57,70.169998,69.27152179365685,69.17625853439337,Under,Up,Up,Up
403,8/7/1963,70.169998,70.529999,69.690002,69.959999,69.29852089978795,69.25090048349877,Under,Up,Up,Up
404,8/8/1963,69.959999,70.309998,69.580002,70.019997,69.32681408018843,69.3241477707846,Under,Down,Up,Up
405,8/9/1963,70.019997,70.650002,69.830002,70.480003,69.37203717508301,69.43422922118607,Over,Up,Down,Up
406,8/12/1963,70.480003,71.0,70.190002,70.589996,69.41980026625623,69.54430224773978,Over,Up,Up,Up
407,8/13/1963,70.589996,71.089996,70.32,70.790001,69.47353362836382,69.66294022414552,Over,Up,Up,Up
408,8/14/1963,70.790001,71.32,70.389999,71.07,69.53614015274171,69.79694591708405,Over,Up,Up,Up
409,8/15/1963,71.07,71.709999,70.809998,71.379997,69.60844826439889,69.94771268688557,Over,Up,Up,Up
410,8/16/1963,71.379997,71.949997,71.050003,71.489998,69.6822345285401,70.09459700242027,Over,Up,Up,Up
411,8/19/1963,71.489998,71.919998,71.150002,71.440002,69.75116658624441,70.22273081171357,Over,Up,Up,Up
412,8/20/1963,71.440002,71.910004,71.029999,71.379997,69.81504228874462,70.33294663916942,Over,Down,Up,Up
413,8/21/1963,71.379997,71.730003,71.0,71.290001,69.87288380683307,70.42409467353424,Over,Down,Down,Equal
414,8/22/1963,71.290001,71.809998,70.949997,71.540001,69.93826095166315,70.53037146653098,Over,Down,Down,Down
415,8/23/1963,71.540001,72.139999,71.330002,71.760002,70.00970177708813,70.64747913638517,Over,Up,Up,Up
416,8/26/1963,71.760002,72.300003,71.57,71.910004,70.08422343288859,70.76771959958658,Over,Up,Up,Up
417,8/27/1963,71.910004,72.040001,71.269997,71.519997,70.14052827865767,70.83936506629263,Over,Up,Up,Up
418,8/28/1963,71.519997,72.389999,71.489998,72.040001,70.21501740498482,70.95371134569334,Over,Down,Down,Down
419,8/29/1963,72.040001,72.559998,71.830002,72.160004,70.29129138910307,71.06859636038921,Over,Up,Up,Up
420,8/30/1963,72.160004,72.709999,71.879997,72.5,70.37790741305982,71.20492051654261,Over,Up,Up,Up
421,9/3/1963,72.5,73.089996,72.300003,72.660004,70.46740139686139,71.3434998959195,Over,Up,Up,Up
422,9/4/1963,72.660004,73.18,72.32,72.639999,70.55260130286683,71.46697600107002,Over,Up,Up,Up
423,9/5/1963,72.639999,73.190002,72.150002,73.0,70.64857772236225,71.6129782866824,Over,Down,Up,Up
424,9/6/1963,73.0,73.510002,72.510002,72.839996,70.73451569403431,71.72983711652218,Over,Up,Up,Up
425,9/9/1963,72.839996,73.230003,72.260002,72.580002,70.80688770603297,71.81080520066293,Over,Down,Up,Up
426,9/10/1963,72.580002,73.269997,72.25,72.989998,70.89249987442383,71.92310927679027,Over,Down,Down,Down
427,9/11/1963,72.989998,73.790001,72.830002,73.199997,70.98298995777976,72.04471763138167,Over,Up,Up,Down
428,9/12/1963,73.199997,73.599998,72.720001,73.150002,71.06797082218057,72.14998280934532,Over,Up,Up,Up
